team,opponent,location,goals_for,goals_against,result,team_rating,opponent_rating,rating_diff,team_points,opponent_points,points_diff,round,started,finished,cancelled,goals_conceded_per_match,goals_conceded_per_match_opp,interceptions_per_match,interceptions_per_match_opp,shots_on_target_per_match,shots_on_target_per_match_opp,penalties_conceded,penalties_conceded_opp,penalties_won,penalties_won_opp,goals_per_match,goals_per_match_opp,table_rank,table_rank_opp,defensive_pressure_ratio,discipline_gap,attack_efficiency,is_win,last_5_wins,is_draw,is_loss,last_5_draws,last_5_losses,last_5_total,last_5_win_rate
Bayern München,Wolfsburg,1,2,0,1,7.22,6.73,0.4899999999999993,72,37,35,33,True,True,False,1.3,1.6,8.5,7.9,7.1,4.4,4.0,3.0,5.0,3.0,2.8,1.2,3,12,1.0759493670886076,1.0,0.3943661971830985,1,4.0,0,0,0.0,1.0,5.0,0.8
Bayern München,Hoffenheim,0,2,4,-1,7.22,,,72,46,26,34,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,7,,,0.3943661971830985,0,3.0,0,1,0.0,2.0,5.0,0.6
Bochum,Borussia Mönchengladbach,1,1,3,-1,,6.81,,33,34,-1,6,True,True,False,,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,16,14,,,,0,0.0,0,1,0.0,1.0,1.0,0.0
Bochum,RB Leipzig,0,0,0,0,,7.08,,33,65,-32,7,True,True,False,,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,16,4,,,,0,0.0,1,0,1.0,1.0,2.0,0.0
Bochum,Freiburg,0,1,2,-1,,,,33,42,-9,8,True,True,False,,,,,,,,,,,,,16,10,,,,0,0.0,0,1,1.0,2.0,3.0,0.0
Bochum,Mainz 05,1,2,2,0,,6.85,,33,35,-2,9,True,True,False,,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,16,13,,,,0,0.0,1,0,2.0,2.0,4.0,0.0
Bochum,Darmstadt,0,2,1,1,,,,33,17,16,10,True,True,False,,,,,,,,,,,,,16,18,,,,1,1.0,0,0,2.0,2.0,5.0,0.2
Bochum,1. FC Köln,1,1,1,0,,,,33,27,6,11,True,True,False,,,,,,,,,,,,,16,17,,,,0,1.0,1,0,3.0,1.0,5.0,0.2
Bochum,FC Heidenheim,0,0,0,0,,6.79,,33,42,-9,12,True,True,False,,1.6,,8.9,,3.5,,10.0,,3.0,,1.5,16,8,,,,0,1.0,1,0,3.0,1.0,5.0,0.2
Bochum,Wolfsburg,1,3,1,1,,6.73,,33,37,-4,13,True,True,False,,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,16,12,,,,1,2.0,0,0,3.0,0.0,5.0,0.4
Bochum,Hoffenheim,0,1,3,-1,,,,33,46,-13,14,True,True,False,,,,,,,,,,,,,16,7,,,,0,2.0,0,1,2.0,1.0,5.0,0.4
Bochum,Union Berlin,1,3,0,1,,6.67,,33,33,0,15,True,True,False,,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,16,15,,,,1,2.0,0,0,2.0,1.0,5.0,0.4
Bochum,Bayer Leverkusen,0,0,4,-1,,7.46,,33,90,-57,16,True,True,False,,0.7,,6.6,,7.1,,,,8.0,,2.6,16,1,,,,0,2.0,0,1,1.0,2.0,5.0,0.4
Bochum,Werder Bremen,1,1,1,0,,6.89,,33,42,-9,17,True,True,False,,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,16,9,,,,0,2.0,1,0,1.0,2.0,5.0,0.4
Bochum,VfB Stuttgart,1,1,0,1,,7.16,,33,73,-40,18,True,True,False,,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,16,2,,,,1,2.0,0,0,1.0,2.0,5.0,0.4
Bochum,Borussia Dortmund,0,1,3,-1,,7.04,,33,63,-30,19,True,True,False,,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,16,5,,,,0,2.0,0,1,1.0,2.0,5.0,0.4
Bochum,Augsburg,1,1,1,0,,,,33,39,-6,20,True,True,False,,,,,,,,,,,,,16,11,,,,0,1.0,1,0,2.0,2.0,5.0,0.2
Bochum,Eintracht Frankfurt,0,1,1,0,,6.87,,33,47,-14,21,True,True,False,,1.5,,8.9,,4.3,,11.0,,3.0,,1.5,16,6,,,,0,1.0,1,0,3.0,1.0,5.0,0.2
Bochum,Bayern München,1,3,2,1,,7.22,,33,72,-39,22,True,True,False,,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,16,3,,,,1,2.0,0,0,2.0,1.0,5.0,0.4
Bochum,Borussia Mönchengladbach,0,2,5,-1,,6.81,,33,34,-1,23,True,True,False,,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,16,14,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
Bochum,RB Leipzig,1,1,4,-1,,7.08,,33,65,-32,24,True,True,False,,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,16,4,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
Bochum,Freiburg,1,1,2,-1,,,,33,42,-9,25,True,True,False,,,,,,,,,,,,,16,10,,,,0,1.0,0,1,1.0,3.0,5.0,0.2
Bochum,Mainz 05,0,0,2,-1,,6.85,,33,35,-2,26,True,True,False,,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,16,13,,,,0,1.0,0,1,0.0,4.0,5.0,0.2
Bochum,Darmstadt,1,2,2,0,,,,33,17,16,27,True,True,False,,,,,,,,,,,,,16,18,,,,0,0.0,1,0,1.0,4.0,5.0,0.0
Bochum,1. FC Köln,0,1,2,-1,,,,33,27,6,28,True,True,False,,,,,,,,,,,,,16,17,,,,0,0.0,0,1,1.0,4.0,5.0,0.0
Bochum,FC Heidenheim,1,1,1,0,,6.79,,33,42,-9,29,True,True,False,,1.6,,8.9,,3.5,,10.0,,3.0,,1.5,16,8,,,,0,0.0,1,0,2.0,3.0,5.0,0.0
Bochum,Wolfsburg,0,0,1,-1,,6.73,,33,37,-4,30,True,True,False,,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,16,12,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
Bochum,Hoffenheim,1,3,2,1,,,,33,46,-13,31,True,True,False,,,,,,,,,,,,,16,7,,,,1,1.0,0,0,2.0,2.0,5.0,0.2
Bochum,Union Berlin,0,4,3,1,,6.67,,33,33,0,32,True,True,False,,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,16,15,,,,1,2.0,0,0,1.0,2.0,5.0,0.4
Bochum,Bayer Leverkusen,1,0,5,-1,,7.46,,33,90,-57,33,True,True,False,,0.7,,6.6,,7.1,,,,8.0,,2.6,16,1,,,,0,2.0,0,1,1.0,2.0,5.0,0.4
Bochum,Werder Bremen,0,1,4,-1,,6.89,,33,42,-9,34,True,True,False,,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,16,9,,,,0,2.0,0,1,0.0,3.0,5.0,0.4
Borussia Dortmund,Hoffenheim,0,3,1,1,7.04,,,63,46,17,6,True,True,False,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,,5,7,,,0.3571428571428571,1,1.0,0,0,0.0,0.0,1.0,1.0
Borussia Dortmund,Union Berlin,1,4,2,1,7.04,6.67,0.3700000000000001,63,33,30,7,True,True,False,1.3,1.7,7.4,9.0,5.6,4.0,6.0,7.0,6.0,6.0,2.0,1.0,5,15,0.8222222222222223,-1.0,0.3571428571428571,1,2.0,0,0,0.0,0.0,2.0,1.0
Borussia Dortmund,Werder Bremen,1,1,0,1,7.04,6.89,0.1500000000000003,63,42,21,8,True,True,False,1.3,1.6,7.4,8.4,5.6,3.9,6.0,6.0,6.0,6.0,2.0,1.4,5,9,0.8809523809523809,0.0,0.3571428571428571,1,3.0,0,0,0.0,0.0,3.0,1.0
Borussia Dortmund,Eintracht Frankfurt,0,3,3,0,7.04,6.87,0.1699999999999999,63,47,16,9,True,True,False,1.3,1.5,7.4,8.9,5.6,4.3,6.0,11.0,6.0,3.0,2.0,1.5,5,6,0.8314606741573034,-5.0,0.3571428571428571,0,3.0,1,0,1.0,0.0,4.0,0.75
Borussia Dortmund,Bayern München,1,0,4,-1,7.04,7.22,-0.1799999999999997,63,72,-9,10,True,True,False,1.3,1.3,7.4,8.5,5.6,7.1,6.0,4.0,6.0,5.0,2.0,2.8,5,3,0.8705882352941177,2.0,0.3571428571428571,0,3.0,0,1,1.0,1.0,5.0,0.6
Borussia Dortmund,VfB Stuttgart,0,1,2,-1,7.04,7.16,-0.1200000000000001,63,73,-10,11,True,True,False,1.3,1.1,7.4,7.9,5.6,6.4,6.0,3.0,6.0,8.0,2.0,2.3,5,2,0.9367088607594936,3.0,0.3571428571428571,0,2.0,0,1,1.0,2.0,5.0,0.4
Borussia Dortmund,Borussia Mönchengladbach,1,4,2,1,7.04,6.81,0.2300000000000004,63,34,29,12,True,True,False,1.3,2.0,7.4,9.8,5.6,4.6,6.0,6.0,6.0,6.0,2.0,1.6,5,14,0.7551020408163265,0.0,0.3571428571428571,1,2.0,0,0,1.0,2.0,5.0,0.4
Borussia Dortmund,Bayer Leverkusen,0,1,1,0,7.04,7.46,-0.4199999999999999,63,90,-27,13,True,True,False,1.3,0.7,7.4,6.6,5.6,7.1,6.0,,6.0,8.0,2.0,2.6,5,1,1.121212121212121,,0.3571428571428571,0,1.0,1,0,2.0,2.0,5.0,0.2
Borussia Dortmund,RB Leipzig,1,2,3,-1,7.04,7.08,-0.04,63,65,-2,14,True,True,False,1.3,1.1,7.4,7.1,5.6,6.6,6.0,5.0,6.0,7.0,2.0,2.3,5,4,1.0422535211267607,1.0,0.3571428571428571,0,1.0,0,1,1.0,3.0,5.0,0.2
Borussia Dortmund,Augsburg,0,1,1,0,7.04,,,63,39,24,15,True,True,False,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,,5,11,,,0.3571428571428571,0,1.0,1,0,2.0,2.0,5.0,0.2
Borussia Dortmund,Mainz 05,1,1,1,0,7.04,6.85,0.1900000000000004,63,35,28,16,True,True,False,1.3,1.5,7.4,10.2,5.6,4.2,6.0,4.0,6.0,5.0,2.0,1.1,5,13,0.7254901960784315,2.0,0.3571428571428571,0,1.0,1,0,3.0,1.0,5.0,0.2
Borussia Dortmund,Darmstadt,0,3,0,1,7.04,,,63,17,46,17,True,True,False,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,,5,18,,,0.3571428571428571,1,1.0,0,0,3.0,1.0,5.0,0.2
Borussia Dortmund,1. FC Köln,0,4,0,1,7.04,,,63,27,36,18,True,True,False,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,,5,17,,,0.3571428571428571,1,2.0,0,0,2.0,1.0,5.0,0.4
Borussia Dortmund,Bochum,1,3,1,1,7.04,,,63,33,30,19,True,True,False,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,,5,16,,,0.3571428571428571,1,3.0,0,0,2.0,0.0,5.0,0.6
Borussia Dortmund,FC Heidenheim,0,0,0,0,7.04,6.79,0.25,63,42,21,20,True,True,False,1.3,1.6,7.4,8.9,5.6,3.5,6.0,10.0,6.0,3.0,2.0,1.5,5,8,0.8314606741573034,-4.0,0.3571428571428571,0,3.0,1,0,2.0,0.0,5.0,0.6
Borussia Dortmund,Freiburg,1,3,0,1,7.04,,,63,42,21,21,True,True,False,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,,5,10,,,0.3571428571428571,1,4.0,0,0,1.0,0.0,5.0,0.8
Borussia Dortmund,Wolfsburg,0,1,1,0,7.04,6.73,0.3099999999999996,63,37,26,22,True,True,False,1.3,1.6,7.4,7.9,5.6,4.4,6.0,3.0,6.0,3.0,2.0,1.2,5,12,0.9367088607594936,3.0,0.3571428571428571,0,3.0,1,0,2.0,0.0,5.0,0.6
Borussia Dortmund,Hoffenheim,1,2,3,-1,7.04,,,63,46,17,23,True,True,False,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,,5,7,,,0.3571428571428571,0,2.0,0,1,2.0,1.0,5.0,0.4
Borussia Dortmund,Union Berlin,0,2,0,1,7.04,6.67,0.3700000000000001,63,33,30,24,True,True,False,1.3,1.7,7.4,9.0,5.6,4.0,6.0,7.0,6.0,6.0,2.0,1.0,5,15,0.8222222222222223,-1.0,0.3571428571428571,1,2.0,0,0,2.0,1.0,5.0,0.4
Borussia Dortmund,Werder Bremen,0,2,1,1,7.04,6.89,0.1500000000000003,63,42,21,25,True,True,False,1.3,1.6,7.4,8.4,5.6,3.9,6.0,6.0,6.0,6.0,2.0,1.4,5,9,0.8809523809523809,0.0,0.3571428571428571,1,3.0,0,0,1.0,1.0,5.0,0.6
Borussia Dortmund,Eintracht Frankfurt,1,3,1,1,7.04,6.87,0.1699999999999999,63,47,16,26,True,True,False,1.3,1.5,7.4,8.9,5.6,4.3,6.0,11.0,6.0,3.0,2.0,1.5,5,6,0.8314606741573034,-5.0,0.3571428571428571,1,3.0,0,0,1.0,1.0,5.0,0.6
Borussia Dortmund,Bayern München,0,2,0,1,7.04,7.22,-0.1799999999999997,63,72,-9,27,True,True,False,1.3,1.3,7.4,8.5,5.6,7.1,6.0,4.0,6.0,5.0,2.0,2.8,5,3,0.8705882352941177,2.0,0.3571428571428571,1,4.0,0,0,0.0,1.0,5.0,0.8
Borussia Dortmund,VfB Stuttgart,1,0,1,-1,7.04,7.16,-0.1200000000000001,63,73,-10,28,True,True,False,1.3,1.1,7.4,7.9,5.6,6.4,6.0,3.0,6.0,8.0,2.0,2.3,5,2,0.9367088607594936,3.0,0.3571428571428571,0,4.0,0,1,0.0,1.0,5.0,0.8
Borussia Dortmund,Borussia Mönchengladbach,0,2,1,1,7.04,6.81,0.2300000000000004,63,34,29,29,True,True,False,1.3,2.0,7.4,9.8,5.6,4.6,6.0,6.0,6.0,6.0,2.0,1.6,5,14,0.7551020408163265,0.0,0.3571428571428571,1,4.0,0,0,0.0,1.0,5.0,0.8
Borussia Dortmund,Bayer Leverkusen,1,1,1,0,7.04,7.46,-0.4199999999999999,63,90,-27,30,True,True,False,1.3,0.7,7.4,6.6,5.6,7.1,6.0,,6.0,8.0,2.0,2.6,5,1,1.121212121212121,,0.3571428571428571,0,3.0,1,0,1.0,1.0,5.0,0.6
Borussia Dortmund,RB Leipzig,0,1,4,-1,7.04,7.08,-0.04,63,65,-2,31,True,True,False,1.3,1.1,7.4,7.1,5.6,6.6,6.0,5.0,6.0,7.0,2.0,2.3,5,4,1.0422535211267607,1.0,0.3571428571428571,0,2.0,0,1,1.0,2.0,5.0,0.4
Borussia Dortmund,Augsburg,1,5,1,1,7.04,,,63,39,24,32,True,True,False,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,,5,11,,,0.3571428571428571,1,2.0,0,0,1.0,2.0,5.0,0.4
Borussia Dortmund,Mainz 05,0,0,3,-1,7.04,6.85,0.1900000000000004,63,35,28,33,True,True,False,1.3,1.5,7.4,10.2,5.6,4.2,6.0,4.0,6.0,5.0,2.0,1.1,5,13,0.7254901960784315,2.0,0.3571428571428571,0,2.0,0,1,1.0,2.0,5.0,0.4
Borussia Dortmund,Darmstadt,1,4,0,1,7.04,,,63,17,46,34,True,True,False,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,,5,18,,,0.3571428571428571,1,2.0,0,0,1.0,2.0,5.0,0.4
Borussia Mönchengladbach,Bochum,0,3,1,1,6.81,,,34,33,1,6,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,16,,,0.3478260869565218,1,1.0,0,0,0.0,0.0,1.0,1.0
Borussia Mönchengladbach,Mainz 05,1,2,2,0,6.81,6.85,-0.04,34,35,-1,7,True,True,False,2.0,1.5,9.8,10.2,4.6,4.2,6.0,4.0,6.0,5.0,1.6,1.1,14,13,0.9607843137254904,2.0,0.3478260869565218,0,1.0,1,0,1.0,0.0,2.0,0.5
Borussia Mönchengladbach,1. FC Köln,0,1,3,-1,6.81,,,34,27,7,8,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,17,,,0.3478260869565218,0,1.0,0,1,1.0,1.0,3.0,0.3333333333333333
Borussia Mönchengladbach,FC Heidenheim,1,2,1,1,6.81,6.79,0.0199999999999995,34,42,-8,9,True,True,False,2.0,1.6,9.8,8.9,4.6,3.5,6.0,10.0,6.0,3.0,1.6,1.5,14,8,1.101123595505618,-4.0,0.3478260869565218,1,2.0,0,0,1.0,1.0,4.0,0.5
Borussia Mönchengladbach,Freiburg,0,3,3,0,6.81,,,34,42,-8,10,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,10,,,0.3478260869565218,0,2.0,1,0,2.0,1.0,5.0,0.4
Borussia Mönchengladbach,Wolfsburg,1,4,0,1,6.81,6.73,0.0799999999999991,34,37,-3,11,True,True,False,2.0,1.6,9.8,7.9,4.6,4.4,6.0,3.0,6.0,3.0,1.6,1.2,14,12,1.240506329113924,3.0,0.3478260869565218,1,2.0,0,0,2.0,1.0,5.0,0.4
Borussia Mönchengladbach,Borussia Dortmund,0,2,4,-1,6.81,7.04,-0.2300000000000004,34,63,-29,12,True,True,False,2.0,1.3,9.8,7.4,4.6,5.6,6.0,6.0,6.0,6.0,1.6,2.0,14,5,1.3243243243243243,0.0,0.3478260869565218,0,2.0,0,1,1.0,2.0,5.0,0.4
Borussia Mönchengladbach,Hoffenheim,1,2,1,1,6.81,,,34,46,-12,13,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,7,,,0.3478260869565218,1,3.0,0,0,1.0,1.0,5.0,0.6
Borussia Mönchengladbach,Union Berlin,0,1,3,-1,6.81,6.67,0.1399999999999996,34,33,1,14,True,True,False,2.0,1.7,9.8,9.0,4.6,4.0,6.0,7.0,6.0,6.0,1.6,1.0,14,15,1.088888888888889,-1.0,0.3478260869565218,0,2.0,0,1,1.0,2.0,5.0,0.4
Borussia Mönchengladbach,Werder Bremen,1,2,2,0,6.81,6.89,-0.08,34,42,-8,15,True,True,False,2.0,1.6,9.8,8.4,4.6,3.9,6.0,6.0,6.0,6.0,1.6,1.4,14,9,1.1666666666666667,0.0,0.3478260869565218,0,2.0,1,0,1.0,2.0,5.0,0.4
Borussia Mönchengladbach,Eintracht Frankfurt,0,1,2,-1,6.81,6.87,-0.0600000000000005,34,47,-13,16,True,True,False,2.0,1.5,9.8,8.9,4.6,4.3,6.0,11.0,6.0,3.0,1.6,1.5,14,6,1.101123595505618,-5.0,0.3478260869565218,0,1.0,0,1,1.0,3.0,5.0,0.2
Borussia Mönchengladbach,VfB Stuttgart,1,3,1,1,6.81,7.16,-0.3500000000000005,34,73,-39,17,True,True,False,2.0,1.1,9.8,7.9,4.6,6.4,6.0,3.0,6.0,8.0,1.6,2.3,14,2,1.240506329113924,3.0,0.3478260869565218,1,2.0,0,0,1.0,2.0,5.0,0.4
Borussia Mönchengladbach,Augsburg,1,1,2,-1,6.81,,,34,39,-5,18,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,11,,,0.3478260869565218,0,1.0,0,1,1.0,3.0,5.0,0.2
Borussia Mönchengladbach,Bayer Leverkusen,0,0,0,0,6.81,7.46,-0.6500000000000004,34,90,-56,19,True,True,False,2.0,0.7,9.8,6.6,4.6,7.1,6.0,,6.0,8.0,1.6,2.6,14,1,1.484848484848485,,0.3478260869565218,0,1.0,1,0,2.0,2.0,5.0,0.2
Borussia Mönchengladbach,Bayern München,0,1,3,-1,6.81,7.22,-0.4100000000000001,34,72,-38,20,True,True,False,2.0,1.3,9.8,8.5,4.6,7.1,6.0,4.0,6.0,5.0,1.6,2.8,14,3,1.1529411764705884,2.0,0.3478260869565218,0,1.0,0,1,1.0,3.0,5.0,0.2
Borussia Mönchengladbach,Darmstadt,1,0,0,0,6.81,,,34,17,17,21,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,18,,,0.3478260869565218,0,1.0,1,0,2.0,2.0,5.0,0.2
Borussia Mönchengladbach,RB Leipzig,0,0,2,-1,6.81,7.08,-0.2700000000000004,34,65,-31,22,True,True,False,2.0,1.1,9.8,7.1,4.6,6.6,6.0,5.0,6.0,7.0,1.6,2.3,14,4,1.3802816901408452,1.0,0.3478260869565218,0,0.0,0,1,2.0,3.0,5.0,0.0
Borussia Mönchengladbach,Bochum,1,5,2,1,6.81,,,34,33,1,23,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,16,,,0.3478260869565218,1,1.0,0,0,2.0,2.0,5.0,0.2
Borussia Mönchengladbach,Mainz 05,0,1,1,0,6.81,6.85,-0.04,34,35,-1,24,True,True,False,2.0,1.5,9.8,10.2,4.6,4.2,6.0,4.0,6.0,5.0,1.6,1.1,14,13,0.9607843137254904,2.0,0.3478260869565218,0,1.0,1,0,2.0,2.0,5.0,0.2
Borussia Mönchengladbach,1. FC Köln,1,3,3,0,6.81,,,34,27,7,25,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,17,,,0.3478260869565218,0,1.0,1,0,3.0,1.0,5.0,0.2
Borussia Mönchengladbach,FC Heidenheim,0,1,1,0,6.81,6.79,0.0199999999999995,34,42,-8,26,True,True,False,2.0,1.6,9.8,8.9,4.6,3.5,6.0,10.0,6.0,3.0,1.6,1.5,14,8,1.101123595505618,-4.0,0.3478260869565218,0,1.0,1,0,3.0,1.0,5.0,0.2
Borussia Mönchengladbach,Freiburg,1,0,3,-1,6.81,,,34,42,-8,27,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,10,,,0.3478260869565218,0,1.0,0,1,3.0,1.0,5.0,0.2
Borussia Mönchengladbach,Wolfsburg,0,3,1,1,6.81,6.73,0.0799999999999991,34,37,-3,28,True,True,False,2.0,1.6,9.8,7.9,4.6,4.4,6.0,3.0,6.0,3.0,1.6,1.2,14,12,1.240506329113924,3.0,0.3478260869565218,1,1.0,0,0,3.0,1.0,5.0,0.2
Borussia Mönchengladbach,Borussia Dortmund,1,1,2,-1,6.81,7.04,-0.2300000000000004,34,63,-29,29,True,True,False,2.0,1.3,9.8,7.4,4.6,5.6,6.0,6.0,6.0,6.0,1.6,2.0,14,5,1.3243243243243243,0.0,0.3478260869565218,0,1.0,0,1,2.0,2.0,5.0,0.2
Borussia Mönchengladbach,Hoffenheim,0,3,4,-1,6.81,,,34,46,-12,30,True,True,False,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,,14,7,,,0.3478260869565218,0,1.0,0,1,1.0,3.0,5.0,0.2
Borussia Mönchengladbach,Union Berlin,1,0,0,0,6.81,6.67,0.1399999999999996,34,33,1,31,True,True,False,2.0,1.7,9.8,9.0,4.6,4.0,6.0,7.0,6.0,6.0,1.6,1.0,14,15,1.088888888888889,-1.0,0.3478260869565218,0,1.0,1,0,1.0,3.0,5.0,0.2
Borussia Mönchengladbach,Werder Bremen,0,2,2,0,6.81,6.89,-0.08,34,42,-8,32,True,True,False,2.0,1.6,9.8,8.4,4.6,3.9,6.0,6.0,6.0,6.0,1.6,1.4,14,9,1.1666666666666667,0.0,0.3478260869565218,0,1.0,1,0,2.0,2.0,5.0,0.2
Borussia Mönchengladbach,Eintracht Frankfurt,1,1,1,0,6.81,6.87,-0.0600000000000005,34,47,-13,33,True,True,False,2.0,1.5,9.8,8.9,4.6,4.3,6.0,11.0,6.0,3.0,1.6,1.5,14,6,1.101123595505618,-5.0,0.3478260869565218,0,0.0,1,0,3.0,2.0,5.0,0.0
Borussia Mönchengladbach,VfB Stuttgart,0,0,4,-1,6.81,7.16,-0.3500000000000005,34,73,-39,34,True,True,False,2.0,1.1,9.8,7.9,4.6,6.4,6.0,3.0,6.0,8.0,1.6,2.3,14,2,1.240506329113924,3.0,0.3478260869565218,0,0.0,0,1,3.0,2.0,5.0,0.0
Darmstadt,Werder Bremen,1,4,2,1,,6.89,,17,42,-25,6,True,True,False,,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,18,9,,,,1,1.0,0,0,0.0,0.0,1.0,1.0
Darmstadt,Augsburg,0,2,1,1,,,,17,39,-22,7,True,True,False,,,,,,,,,,,,,18,11,,,,1,2.0,0,0,0.0,0.0,2.0,1.0
Darmstadt,RB Leipzig,1,1,3,-1,,7.08,,17,65,-48,8,True,True,False,,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,18,4,,,,0,2.0,0,1,0.0,1.0,3.0,0.6666666666666666
Darmstadt,Bayern München,0,0,8,-1,,7.22,,17,72,-55,9,True,True,False,,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,18,3,,,,0,2.0,0,1,0.0,2.0,4.0,0.5
Darmstadt,Bochum,1,1,2,-1,,,,17,33,-16,10,True,True,False,,,,,,,,,,,,,18,16,,,,0,2.0,0,1,0.0,3.0,5.0,0.4
Darmstadt,Mainz 05,1,0,0,0,,6.85,,17,35,-18,11,True,True,False,,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,18,13,,,,0,1.0,1,0,1.0,3.0,5.0,0.2
Darmstadt,Freiburg,0,1,1,0,,,,17,42,-25,12,True,True,False,,,,,,,,,,,,,18,10,,,,0,0.0,1,0,2.0,3.0,5.0,0.0
Darmstadt,1. FC Köln,1,0,1,-1,,,,17,27,-10,13,True,True,False,,,,,,,,,,,,,18,17,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
Darmstadt,FC Heidenheim,0,2,3,-1,,6.79,,17,42,-25,14,True,True,False,,1.6,,8.9,,3.5,,10.0,,3.0,,1.5,18,8,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
Darmstadt,Wolfsburg,1,0,1,-1,,6.73,,17,37,-20,15,True,True,False,,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,18,12,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
Darmstadt,Hoffenheim,0,3,3,0,,,,17,46,-29,16,True,True,False,,,,,,,,,,,,,18,7,,,,0,0.0,1,0,2.0,3.0,5.0,0.0
Darmstadt,Borussia Dortmund,1,0,3,-1,,7.04,,17,63,-46,17,True,True,False,,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,18,5,,,,0,0.0,0,1,1.0,4.0,5.0,0.0
Darmstadt,Eintracht Frankfurt,1,2,2,0,,6.87,,17,47,-30,18,True,True,False,,1.5,,8.9,,4.3,,11.0,,3.0,,1.5,18,6,,,,0,0.0,1,0,2.0,3.0,5.0,0.0
Darmstadt,Union Berlin,0,0,1,-1,,6.67,,17,33,-16,19,True,True,False,,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,18,15,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
Darmstadt,Bayer Leverkusen,1,0,2,-1,,7.46,,17,90,-73,20,True,True,False,,0.7,,6.6,,7.1,,,,8.0,,2.6,18,1,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
Darmstadt,Borussia Mönchengladbach,0,0,0,0,,6.81,,17,34,-17,21,True,True,False,,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,18,14,,,,0,0.0,1,0,2.0,3.0,5.0,0.0
Darmstadt,VfB Stuttgart,1,1,2,-1,,7.16,,17,73,-56,22,True,True,False,,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,18,2,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
Darmstadt,Werder Bremen,0,1,1,0,,6.89,,17,42,-25,23,True,True,False,,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,18,9,,,,0,0.0,1,0,2.0,3.0,5.0,0.0
Darmstadt,Augsburg,1,0,6,-1,,,,17,39,-22,24,True,True,False,,,,,,,,,,,,,18,11,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
Darmstadt,RB Leipzig,0,0,2,-1,,7.08,,17,65,-48,25,True,True,False,,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,18,4,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
